5.355824470520019531e+00,2.850211381912231445e+00
5.788038253784179688e+00,2.831808805465698242e+00
5.829638481140136719e+00,2.780984878540039062e+00
5.814363479614257812e+00,2.142970800399780273e+00
5.518300056457519531e+00,2.758539438247680664e+00
5.603923320770263672e+00,2.494711160659790039e+00
5.870241641998291016e+00,2.082515001296997070e+00
5.206850051879882812e+00,2.604758024215698242e+00
5.713738918304443359e+00,2.696857213973999023e+00
5.183866500854492188e+00,2.531058311462402344e+00
5.957265377044677734e+00,2.461151599884033203e+00
5.999996662139892578e+00,2.093356132507324219e+00
5.982633113861083984e+00,2.736022949218750000e+00
5.080229282379150391e+00,2.078571081161499023e+00
5.428653240203857422e+00,2.432997465133666992e+00
5.601274967193603516e+00,2.951624155044555664e+00
5.835608482360839844e+00,2.926070928573608398e+00
5.423945903778076172e+00,2.295070409774780273e+00
5.366299152374267578e+00,2.254333496093750000e+00
5.689455986022949219e+00,2.916887998580932617e+00
5.283993244171142578e+00,2.844779014587402344e+00
5.305840969085693359e+00,2.941362380981445312e+00
5.803123474121093750e+00,2.331568717956542969e+00
5.329356670379638672e+00,2.594056606292724609e+00
5.553906917572021484e+00,2.433328390121459961e+00
5.903231620788574219e+00,2.210232019424438477e+00
5.764328479766845703e+00,2.568430185317993164e+00
5.650123596191406250e+00,2.245410680770874023e+00
5.981963157653808594e+00,2.968715190887451172e+00
5.659611701965332031e+00,2.003399848937988281e+00
5.467148303985595703e+00,2.192112445831298828e+00
5.291240215301513672e+00,2.511719942092895508e+00
5.719156742095947266e+00,2.170907497406005859e+00
5.834277153015136719e+00,2.421023607254028320e+00
5.563660144805908203e+00,2.542502641677856445e+00
5.776899337768554688e+00,2.394716262817382812e+00
5.771960735321044922e+00,2.262206315994262695e+00
5.654826641082763672e+00,2.162129640579223633e+00
5.778965473175048828e+00,2.350405216217041016e+00
5.712354183197021484e+00,2.456004381179809570e+00
5.015100479125976562e+00,2.364205837249755859e+00
5.856938362121582031e+00,2.347409248352050781e+00
5.239305973052978516e+00,2.769121885299682617e+00
5.751267910003662109e+00,2.130377054214477539e+00
5.793535709381103516e+00,2.107096910476684570e+00
5.789062500000000000e+00,2.622441768646240234e+00
5.232189178466796875e+00,2.636853933334350586e+00
5.288753032684326172e+00,2.670550823211669922e+00
5.345961093902587891e+00,2.227485895156860352e+00
5.269225120544433594e+00,2.399670124053955078e+00
5.475761413574218750e+00,2.157371759414672852e+00
5.277389526367187500e+00,2.599494218826293945e+00
5.663812637329101562e+00,2.216376781463623047e+00
5.701496601104736328e+00,2.119522094726562500e+00
5.946266651153564453e+00,2.244997978210449219e+00
5.889964580535888672e+00,2.329011678695678711e+00
5.434282779693603516e+00,2.380486488342285156e+00
5.360005378723144531e+00,2.362091779708862305e+00
5.037280559539794922e+00,2.122901678085327148e+00
5.369458198547363281e+00,2.690392732620239258e+00
5.330424308776855469e+00,2.899378538131713867e+00
5.157412052154541016e+00,2.640316486358642578e+00
5.140537738800048828e+00,2.112920999526977539e+00
5.247253894805908203e+00,2.901513099670410156e+00
5.536828517913818359e+00,2.095320701599121094e+00
5.479410171508789062e+00,2.543571710586547852e+00
5.157995700836181641e+00,2.045016765594482422e+00
5.707158565521240234e+00,2.684288978576660156e+00
5.809594631195068359e+00,2.428998708724975586e+00
5.366491794586181641e+00,2.531192779541015625e+00
5.986892700195312500e+00,2.619707345962524414e+00
5.643704891204833984e+00,2.866899251937866211e+00
5.174920558929443359e+00,2.019245624542236328e+00
5.129030227661132812e+00,2.457679033279418945e+00
5.809851646423339844e+00,2.252998113632202148e+00
5.937342166900634766e+00,2.930671453475952148e+00
5.696726799011230469e+00,2.116153240203857422e+00
5.477270126342773438e+00,2.212693691253662109e+00
5.942134380340576172e+00,2.447697639465332031e+00
5.191492557525634766e+00,2.980402231216430664e+00
5.512428283691406250e+00,2.353360652923583984e+00
5.332466125488281250e+00,2.022706985473632812e+00
5.411758899688720703e+00,2.131316900253295898e+00
5.899400234222412109e+00,2.736070394515991211e+00
5.193335533142089844e+00,2.206415891647338867e+00
5.838962554931640625e+00,2.486603498458862305e+00
5.179498195648193359e+00,2.737010955810546875e+00
5.109795093536376953e+00,2.140870809555053711e+00
5.377801418304443359e+00,2.819749116897583008e+00
5.964146614074707031e+00,2.152187347412109375e+00
5.487016677856445312e+00,2.929135322570800781e+00
5.442609786987304688e+00,2.668401718139648438e+00
5.485789775848388672e+00,2.063413381576538086e+00
5.332021713256835938e+00,2.568371772766113281e+00
5.498072624206542969e+00,2.390998363494873047e+00
5.375150680541992188e+00,2.965751886367797852e+00
5.733826637268066406e+00,2.462041616439819336e+00
5.925546646118164062e+00,2.804368019104003906e+00
5.578469276428222656e+00,2.746270656585693359e+00
5.987471580505371094e+00,2.007077932357788086e+00
5.466414451599121094e+00,2.688010931015014648e+00
5.414274215698242188e+00,2.515548467636108398e+00
5.479519844055175781e+00,2.576693058013916016e+00
5.866691589355468750e+00,2.148655414581298828e+00
5.844461441040039062e+00,2.388329982757568359e+00
5.352847099304199219e+00,2.801009893417358398e+00
5.141442298889160156e+00,2.431125402450561523e+00
5.504310131072998047e+00,2.610586404800415039e+00
5.524971008300781250e+00,2.569736957550048828e+00
5.437851428985595703e+00,2.084501743316650391e+00
5.633945941925048828e+00,2.849486351013183594e+00
5.745075702667236328e+00,2.242541551589965820e+00
5.911546707153320312e+00,2.799009323120117188e+00
5.192858219146728516e+00,2.473672628402709961e+00
5.063431262969970703e+00,2.044383764266967773e+00
5.888433456420898438e+00,2.841343164443969727e+00
5.999447822570800781e+00,2.620001792907714844e+00
5.301546573638916016e+00,2.999606609344482422e+00
5.950826644897460938e+00,2.699864864349365234e+00
5.946244716644287109e+00,2.386468410491943359e+00
5.165332794189453125e+00,2.853948593139648438e+00
5.328378677368164062e+00,2.990965127944946289e+00
5.565131664276123047e+00,2.683212518692016602e+00
