5.148266315460205078e+00,2.311103343963623047e+00
5.789669036865234375e+00,2.615145444869995117e+00
5.771370410919189453e+00,2.843345165252685547e+00
5.474848747253417969e+00,2.894936561584472656e+00
5.168352603912353516e+00,2.678344726562500000e+00
5.282281398773193359e+00,2.185480833053588867e+00
5.268446922302246094e+00,2.064217329025268555e+00
5.718827247619628906e+00,2.032766580581665039e+00
5.564591407775878906e+00,2.357861757278442383e+00
5.717102050781250000e+00,2.168084859848022461e+00
5.308157444000244141e+00,2.682264328002929688e+00
5.640185832977294922e+00,2.976778030395507812e+00
5.816542148590087891e+00,2.989197969436645508e+00
5.113270282745361328e+00,2.071790695190429688e+00
5.691683769226074219e+00,2.021372079849243164e+00
5.963467121124267578e+00,2.121758937835693359e+00
5.392060756683349609e+00,2.785195112228393555e+00
5.045724391937255859e+00,2.642297744750976562e+00
5.387300491333007812e+00,2.297316551208496094e+00
5.960763454437255859e+00,2.665609598159790039e+00
5.284177780151367188e+00,2.509375572204589844e+00
5.696865558624267578e+00,2.747234106063842773e+00
5.972978591918945312e+00,2.445271492004394531e+00
5.100511074066162109e+00,2.649163484573364258e+00
5.664471626281738281e+00,2.759400367736816406e+00
5.197513580322265625e+00,2.313998699188232422e+00
5.355257034301757812e+00,2.823417425155639648e+00
5.699770450592041016e+00,2.674458503723144531e+00
5.611702919006347656e+00,2.865823984146118164e+00
5.560510635375976562e+00,2.028926134109497070e+00
5.385129451751708984e+00,2.584955930709838867e+00
5.918425083160400391e+00,2.245457887649536133e+00
5.668108463287353516e+00,2.375704050064086914e+00
5.542267322540283203e+00,2.810009956359863281e+00
5.422693729400634766e+00,2.350189685821533203e+00
5.903480052947998047e+00,2.071789979934692383e+00
5.075916767120361328e+00,2.037843704223632812e+00
5.563426017761230469e+00,2.106753587722778320e+00
5.272727489471435547e+00,2.954389095306396484e+00
5.476169586181640625e+00,2.489477157592773438e+00
5.725556850433349609e+00,2.146517515182495117e+00
5.689863204956054688e+00,2.803787946701049805e+00
5.913065433502197266e+00,2.328663349151611328e+00
5.314916610717773438e+00,2.315275430679321289e+00
5.687822341918945312e+00,2.602823019027709961e+00
5.725827217102050781e+00,2.348639726638793945e+00
5.542839527130126953e+00,2.018353462219238281e+00
5.575574398040771484e+00,2.414097547531127930e+00
5.694491863250732422e+00,2.025446653366088867e+00
5.888195514678955078e+00,2.496938467025756836e+00
5.766242980957031250e+00,2.603854179382324219e+00
